Date,price,ekf_level,ekf_velocity,trend_regime,trend_strength,vol_regime,volatility,mr_strength,deviation,stability,trend_stability,vol_stability
2022-04-10,42207.671875,44443.65432758279,36.602385223935094,0,0.2942439250755319,0,0.45062579307559686,0.05,-0.050310499584528746,1.0,1.0,1.0
2022-04-11,39521.90234375,43502.33610601855,-26.224999969951554,0,0.30004218729016,0,0.5093599560550977,0.05,-0.09149931057881408,1.0,1.0,1.0
2022-04-12,40127.18359375,42815.612687054854,-68.65931237586008,0,0.305360114052574,0,0.5110926710972927,0.05,-0.0627908588615781,1.0,1.0,1.0
2022-04-13,41166.73046875,42435.290991336886,-88.68234126698111,0,0.2995987358573228,0,0.5121656842066942,0.05,-0.029893998437429375,1.0,1.0,1.0
2022-04-14,39935.515625,41871.07637213111,-119.23333824533839,0,0.29790981690562524,0,0.5217259030736963,0.05,-0.04622667757400655,1.0,1.0,1.0
2022-04-15,40553.46484375,41515.4906806932,-134.41800679103238,0,0.29082792189190665,0,0.5279066374803867,0.05,-0.02317269580991821,1.0,1.0,1.0
2022-04-16,40424.484375,41192.40777893931,-146.53895187980575,0,0.28755300992348604,0,0.46333245122239075,0.05,-0.01864235293213263,1.0,1.0,1.0
2022-04-17,39716.953125,40783.770972082304,-163.37766322194943,0,0.2874613422579223,0,0.46116512546119925,0.05,-0.026157901087973754,1.0,1.0,1.0
2022-04-18,40826.21484375,40660.98684139252,-160.76969538303177,0,0.28917010821703937,0,0.4825220372597579,0.1,0.004063551211926758,1.0,1.0,1.0
2022-04-19,41502.75,40697.94354054497,-148.06658615488914,0,0.2782174289143843,0,0.49299587036130893,0.1,0.019775113665221174,1.0,1.0,1.0
2022-04-20,41374.37890625,40712.49087526261,-137.6193092333225,0,0.26776098683531113,0,0.47848706000457353,0.05,0.016257615703625838,1.0,1.0,1.0
2022-04-21,40527.36328125,40565.50165678529,-138.22128744072504,0,0.2608346574751835,0,0.4735564559360507,0.1,-0.000940167728183583,1.0,1.0,1.0
2022-04-22,39740.3203125,40291.79340289636,-146.92576888812144,0,0.25126787431334413,0,0.47677795185234184,0.1,-0.013686982976456812,1.0,1.0,1.0
2022-04-23,39486.73046875,40015.06531562276,-155.2650350309855,0,0.2467907369304126,0,0.4686125290573347,0.10028485551159577,-0.013203398337737813,1.0,1.0,1.0
2022-04-24,39469.29296875,39782.78175452416,-160.2131591842961,0,0.24088130333979682,0,0.4670197268879551,0.10630001645743492,-0.00788001170226144,1.0,1.0,1.0
2022-04-25,40458.30859375,39787.39896060139,-149.6234848144568,0,0.23796514868024246,0,0.4823379184515888,0.15,0.016862364735452065,1.0,1.0,1.0
2022-04-26,38117.4609375,39337.92863212853,-168.8874137027108,0,0.2443078907822195,0,0.49444782966235507,0.23217661567272413,-0.031025215029541184,1.0,1.0,1.0
2022-04-27,39241.12109375,39183.257305006504,-167.97408849438483,0,0.24894054842830932,0,0.514700654646075,0.2896793153596483,0.001476747792892215,1.0,1.0,1.0
2022-04-28,39773.828125,39164.88863751863,-158.36255429835253,0,0.2544067202555646,0,0.5093464498675272,0.26922104533086577,0.015548096998749797,1.0,1.0,1.0
2022-04-29,38609.82421875,38928.285825086336,-163.38916972102427,0,0.2594941244095542,0,0.5170834256350196,0.33812248113528987,-0.008180725135631612,1.0,1.0,1.0
2022-04-30,37714.875,38557.80419445718,-176.69401025622972,0,0.2668700534578356,0,0.5218781761067819,0.3759009424539246,-0.021861441855092863,1.0,1.0,1.0
2022-05-01,38469.09375,38398.46290551612,-175.57916914161137,0,0.26167328990161765,0,0.4608799012522238,0.4401729652267068,0.0018394185376033158,1.0,1.0,1.0
2022-05-02,38529.328125,38283.32279707912,-171.69620758312544,0,0.2587440205179376,0,0.45519751611843623,0.43678586812117687,0.006425913686354567,1.0,1.0,1.0
2022-05-03,37750.453125,38040.39348569133,-176.27264210310537,0,0.2620872058719562,0,0.44385253129994495,0.5301197583554699,-0.007621907507355102,1.0,1.0,1.0
2022-05-04,39698.37109375,38225.884237957944,-153.03082899058307,0,0.25055015805156283,0,0.4871488776985014,0.5088400088273303,0.03852067480311916,1.0,1.0,1.0
2022-05-05,36575.140625,37777.46423812359,-172.00837069614667,0,0.2507834211694199,1,0.5857895688344433,0.683396124111947,-0.03182647743493197,0.975,1.0,0.95
2022-05-06,36040.921875,37296.88776029448,-191.83260496101937,0,0.24351639014238674,1,0.5872536383745751,0.8161196435002231,-0.03367481741014203,0.975,1.0,0.95
